Formula,Book,Line,Word Number,Word Count,Source,ID
δὲ φίλῳ,22,393,3,2,Od,10864
παρὰ νῆας,1,347,5,2,Il,10865
παρὰ νῆας,9,653,1,2,Il,10866
παρὰ νῆας,10,54,2,2,Il,10867
παρὰ νῆας,11,804,3,2,Il,10868
αὐτὰρ Ἀχιλλεὺς,1,348,6,2,Il,10869
αὐτὰρ Ἀχιλλεὺς,9,659,0,2,Il,10870
αὐτὰρ Ἀχιλλεὺς,11,663,4,2,Il,10871
αὐτὰρ Ἀχιλλεὺς,11,761,8,2,Il,10872
αὐτὰρ Ἀχιλλεὺς,16,124,6,2,Il,10873
αὐτὰρ Ἀχιλλεὺς,16,220,3,2,Il,10874
αὐτὰρ Ἀχιλλεὺς,18,203,0,2,Il,10875
αὐτὰρ Ἀχιλλεὺς,19,15,4,2,Il,10876
αὐτὰρ Ἀχιλλεὺς,19,188,4,2,Il,10877
αὐτὰρ Ἀχιλλεὺς,19,268,4,2,Il,10878
αὐτὰρ Ἀχιλλεὺς,20,75,7,2,Il,10879
αὐτὰρ Ἀχιλλεὺς,20,283,6,2,Il,10880
αὐτὰρ Ἀχιλλεὺς,20,423,5,2,Il,10881
αὐτὰρ Ἀχιλλεὺς,20,441,5,2,Il,10882
αὐτὰρ Ἀχιλλεὺς,21,520,5,2,Il,10883
αὐτὰρ Ἀχιλλεὺς,23,128,5,2,Il,10884
αὐτὰρ Ἀχιλλεὺς,23,257,6,2,Il,10885
αὐτὰρ Ἀχιλλεὺς,24,3,4,2,Il,10886
αὐτὰρ Ἀχιλλεὺς,24,511,0,2,Il,10887
αὐτὰρ Ἀχιλλεὺς,24,675,0,2,Il,10888
ἁλὸς πολιῆς,1,350,2,2,Il,10889
ἁλὸς πολιῆς,12,284,2,2,Il,10890
ἁλὸς πολιῆς,13,682,2,2,Il,10891
ἁλὸς πολιῆς,14,31,2,2,Il,10892
ἁλὸς πολιῆς,21,59,1,2,Il,10893
ἁλὸς πολιῆς,23,374,2,2,Il,10894
ἐπ’ ἀπείρονα,1,350,5,2,Il,10895
ἐπ’ ἀπείρονα,7,446,7,2,Il,10896
ἐπ’ ἀπείρονα,24,342,1,2,Il,10897
ἐπ’ ἀπείρονα,1,98,1,2,Od,10898
ἐπ’ ἀπείρονα,5,46,1,2,Od,10899
ἐπ’ ἀπείρονα,15,79,3,2,Od,10900
ἐπ’ ἀπείρονα,17,386,5,2,Od,10901
ἐπ’ ἀπείρονα,19,107,7,2,Od,10902
πολλὰ δὲ,1,351,0,2,Il,10903
πολλὰ δὲ,9,462,0,2,Il,10904
πολλὰ δὲ,9,564,0,2,Il,10905
πολλὰ δὲ,9,580,0,2,Il,10906
πολλὰ δὲ,11,572,0,2,Il,10907
πολλὰ δὲ,15,314,1,2,Il,10908
πολλὰ δὲ,15,316,0,2,Il,10909
πολλὰ δὲ,15,713,0,2,Il,10910
πολλὰ δὲ,16,772,0,2,Il,10911
πολλὰ δὲ,16,774,0,2,Il,10912
πολλὰ δὲ,17,431,0,2,Il,10913
πολλὰ δὲ,17,668,0,2,Il,10914
πολλὰ δὲ,17,760,0,2,Il,10915
πολλὰ δὲ,18,291,0,2,Il,10916
πολλὰ δὲ,21,301,0,2,Il,10917
πολλὰ δὲ,23,166,0,2,Il,10918
πολλὰ δὲ,23,196,0,2,Il,10919
πολλὰ δὲ,3,273,0,2,Od,10920
πολλὰ δὲ,4,230,5,2,Od,10921
πολλὰ δὲ,8,279,0,2,Od,10922
πολλὰ δὲ,9,45,6,2,Od,10923
πολλὰ δὲ,10,521,0,2,Od,10924
πολλὰ δὲ,11,29,0,2,Od,10925
πολλὰ δὲ,12,263,0,2,Od,10926
πολλὰ δὲ,20,10,0,2,Od,10927
μητρὶ φίλῃ,1,351,2,2,Il,10928
μητρὶ φίλῃ,1,572,0,2,Il,10929
μητρὶ φίλῃ,1,585,0,2,Il,10930
μητρὶ φίλῃ,9,551,2,2,Il,10931
μητρὶ φίλῃ,2,373,3,2,Od,10932
περ ἐόντα,1,352,5,2,Il,10933
περ ἐόντα,4,534,3,2,Il,10934
περ ἐόντα,5,625,3,2,Il,10935
περ ἐόντα,8,284,3,2,Il,10936
περ ἐόντα,9,623,6,2,Il,10937
περ ἐόντα,10,114,2,2,Il,10938
περ ἐόντα,11,418,6,2,Il,10939
περ ἐόντα,16,617,6,2,Il,10940
περ ἐόντα,16,620,5,2,Il,10941
περ ἐόντα,22,218,4,2,Il,10942
περ ἐόντα,24,35,5,2,Il,10943
περ ἐόντα,24,570,2,2,Il,10944
περ ἐόντα,8,331,1,2,Od,10945
περ ἐόντα,20,271,2,2,Od,10946
πέρ μοι,1,353,1,2,Il,10947
πέρ μοι,8,242,3,2,Il,10948
πέρ μοι,10,115,2,2,Il,10949
πέρ μοι,15,117,1,2,Il,10950
πέρ μοι,16,523,2,2,Il,10951
πέρ μοι,16,847,2,2,Il,10952
πέρ μοι,18,293,2,2,Il,10953
πέρ μοι,4,379,2,2,Od,10954
πέρ μοι,4,468,2,2,Od,10955
Ζεὺς ὑψιβρεμέτης,1,354,0,2,Il,10956
Ζεὺς ὑψιβρεμέτης,12,68,0,2,Il,10957
Ζεὺς ὑψιβρεμέτης,14,54,0,2,Il,10958
Ζεὺς ὑψιβρεμέτης,16,121,0,2,Il,10959
Ζεὺς ὑψιβρεμέτης,5,4,0,2,Od,10960
Ζεὺς ὑψιβρεμέτης,23,331,0,2,Od,10961
ἑλὼν γὰρ,1,356,1,2,Il,10962
ἑλὼν γὰρ,1,507,1,2,Il,10963
ἑλὼν γὰρ,2,240,1,2,Il,10964
ἑλὼν γὰρ,9,111,1,2,Il,10965
δάκρυ χέων,1,357,2,2,Il,10966
δάκρυ χέων,9,14,1,2,Il,10967
δάκρυ χέων,2,24,3,2,Od,10968
δάκρυ χέων,24,425,3,2,Od,10969
δάκρυ χέων,24,438,2,2,Od,10970
πότνια μήτηρ,1,357,6,2,Il,10971
πότνια μήτηρ,6,413,7,2,Il,10972
πότνια μήτηρ,6,429,7,2,Il,10973
πότνια μήτηρ,6,471,6,2,Il,10974
πότνια μήτηρ,9,557,7,2,Il,10975
πότνια μήτηρ,9,580,6,2,Il,10976
πότνια μήτηρ,11,452,8,2,Il,10977
πότνια μήτηρ,11,794,6,2,Il,10978
πότνια μήτηρ,13,430,6,2,Il,10979
πότνια μήτηρ,16,37,6,2,Il,10980
πότνια μήτηρ,16,51,6,2,Il,10981
πότνια μήτηρ,18,35,4,2,Il,10982
πότνια μήτηρ,18,70,5,2,Il,10983
πότνια μήτηρ,19,291,7,2,Il,10984
πότνια μήτηρ,22,239,6,2,Il,10985
πότνια μήτηρ,22,341,6,2,Il,10986
πότνια μήτηρ,22,352,6,2,Il,10987
πότνια μήτηρ,23,92,5,2,Il,10988
πότνια μήτηρ,24,126,6,2,Il,10989
πότνια μήτηρ,24,710,6,2,Il,10990
πότνια μήτηρ,6,30,5,2,Od,10991
πότνια μήτηρ,6,154,7,2,Od,10992
πότνια μήτηρ,11,180,5,2,Od,10993
πότνια μήτηρ,11,215,5,2,Od,10994
πότνια μήτηρ,11,546,5,2,Od,10995
πότνια μήτηρ,12,134,6,2,Od,10996
πότνια μήτηρ,15,385,5,2,Od,10997
πότνια μήτηρ,15,461,7,2,Od,10998
πότνια μήτηρ,18,5,6,2,Od,10999
πότνια μήτηρ,19,462,7,2,Od,11000
πότνια μήτηρ,21,115,6,2,Od,11001
πότνια μήτηρ,21,172,7,2,Od,11002
πότνια μήτηρ,24,333,6,2,Od,11003
παρὰ πατρὶ,1,358,4,2,Il,11004
παρὰ πατρὶ,17,324,4,2,Il,11005
παρὰ πατρὶ,18,36,4,2,Il,11006
παρὰ πατρὶ,21,520,2,2,Il,11007
παρὰ πατρὶ,10,8,2,2,Od,11008
πολιῆς ἁλὸς,1,359,2,2,Il,11009
πολιῆς ἁλὸς,15,619,2,2,Il,11010
πολιῆς ἁλὸς,19,267,3,2,Il,11011
πολιῆς ἁλὸς,2,261,2,2,Od,11012
πολιῆς ἁλὸς,4,405,2,2,Od,11013
πολιῆς ἁλὸς,23,236,2,2,Od,11014
καί ῥα,1,360,0,2,Il,11015
καί ῥα,1,500,0,2,Il,11016
καί ῥα,4,379,0,2,Il,11017
καί ῥα,5,427,0,2,Il,11018
καί ῥα,8,200,0,2,Il,11019
καί ῥα,9,555,2,2,Il,11020
καί ῥα,17,342,2,2,Il,11021
καί ῥα,2,384,0,2,Od,11022
καί ῥα,8,10,0,2,Od,11023
καί ῥα,14,233,5,2,Od,11024
καί ῥα,24,389,6,2,Od,11025
χειρί τέ μιν κατέρεξεν ἔπος ἔφατ’,1,361,0,6,Il,11026
χειρί τέ μιν κατέρεξεν ἔπος ἔφατ’,5,372,0,6,Il,11027
χειρί τέ μιν κατέρεξεν ἔπος ἔφατ’,6,485,0,6,Il,11028
χειρί τέ μιν κατέρεξεν ἔπος ἔφατ’,24,127,0,6,Il,11029
χειρί τέ μιν κατέρεξεν ἔπος ἔφατ’,4,610,0,6,Od,11030
χειρί τέ μιν κατέρεξεν ἔπος ἔφατ’,5,181,0,6,Od,11031
χειρί τέ μιν,1,361,0,3,Il,11032
χειρί τέ μιν,5,372,0,3,Il,11033
χειρί τέ μιν,6,485,0,3,Il,11034
χειρί τέ μιν,24,127,0,3,Il,11035
χειρί τέ μιν,4,610,0,3,Od,11036
χειρί τέ μιν,5,181,0,3,Od,11037
χειρί τέ μιν,13,288,0,3,Od,11038
τέ μιν κατέρεξεν ἔπος ἔφατ’,1,361,1,5,Il,11039
τέ μιν κατέρεξεν ἔπος ἔφατ’,5,372,1,5,Il,11040
τέ μιν κατέρεξεν ἔπος ἔφατ’,6,485,1,5,Il,11041
τέ μιν κατέρεξεν ἔπος ἔφατ’,24,127,1,5,Il,11042
τέ μιν κατέρεξεν ἔπος ἔφατ’,4,610,1,5,Od,11043
τέ μιν κατέρεξεν ἔπος ἔφατ’,5,181,1,5,Od,11044
τέ μιν,1,361,1,2,Il,11045
τέ μιν,2,754,1,2,Il,11046
τέ μιν,3,35,3,2,Il,11047
τέ μιν,4,143,4,2,Il,11048
τέ μιν,5,170,5,2,Il,11049
τέ μιν,5,306,4,2,Il,11050
τέ μιν,5,372,1,2,Il,11051
τέ μιν,6,485,1,2,Il,11052
τέ μιν,11,88,4,2,Il,11053
τέ μιν,11,549,1,2,Il,11054
τέ μιν,11,762,5,2,Il,11055
τέ μιν,12,452,4,2,Il,11056
τέ μιν,16,753,4,2,Il,11057
τέ μιν,17,659,1,2,Il,11058
τέ μιν,17,678,2,2,Il,11059
τέ μιν,22,94,5,2,Il,11060
τέ μιν,23,203,3,2,Il,11061
τέ μιν,24,127,1,2,Il,11062
τέ μιν,24,729,6,2,Il,11063
τέ μιν,4,610,1,2,Od,11064
τέ μιν,5,181,1,2,Od,11065
τέ μιν,9,232,4,2,Od,11066
τέ μιν,10,3,5,2,Od,11067
τέ μιν,13,288,1,2,Od,11068
τέ μιν,19,281,5,2,Od,11069
τέ μιν,19,334,4,2,Od,11070
τέ μιν,22,187,5,2,Od,11071
μιν κατέρεξεν ἔπος ἔφατ’,1,361,2,4,Il,11072
μιν κατέρεξεν ἔπος ἔφατ’,5,372,2,4,Il,11073
μιν κατέρεξεν ἔπος ἔφατ’,6,485,2,4,Il,11074
μιν κατέρεξεν ἔπος ἔφατ’,24,127,2,4,Il,11075
μιν κατέρεξεν ἔπος ἔφατ’,4,610,2,4,Od,11076
μιν κατέρεξεν ἔπος ἔφατ’,5,181,2,4,Od,11077
κατέρεξεν ἔπος ἔφατ’,1,361,3,3,Il,11078
κατέρεξεν ἔπος ἔφατ’,5,372,3,3,Il,11079
κατέρεξεν ἔπος ἔφατ’,6,485,3,3,Il,11080
κατέρεξεν ἔπος ἔφατ’,24,127,3,3,Il,11081
κατέρεξεν ἔπος ἔφατ’,4,610,3,3,Od,11082
κατέρεξεν ἔπος ἔφατ’,5,181,3,3,Od,11083
ἔπος ἔφατ’,1,361,4,2,Il,11084
ἔπος ἔφατ’,3,398,3,2,Il,11085
ἔπος ἔφατ’,5,372,4,2,Il,11086
ἔπος ἔφατ’,6,253,5,2,Il,11087
ἔπος ἔφατ’,6,406,5,2,Il,11088
ἔπος ἔφατ’,6,485,4,2,Il,11089
ἔπος ἔφατ’,7,108,3,2,Il,11090
ἔπος ἔφατ’,14,218,5,2,Il,11091
ἔπος ἔφατ’,14,232,5,2,Il,11092
ἔπος ἔφατ’,14,296,3,2,Il,11093
ἔπος ἔφατ’,15,552,3,2,Il,11094
ἔπος ἔφατ’,18,384,5,2,Il,11095
ἔπος ἔφατ’,18,423,5,2,Il,11096
ἔπος ἔφατ’,19,7,5,2,Il,11097
ἔπος ἔφατ’,21,356,3,2,Il,11098
ἔπος ἔφατ’,24,127,4,2,Il,11099
ἔπος ἔφατ’,24,286,3,2,Il,11100
ἔπος ἔφατ’,2,302,5,2,Od,11101
ἔπος ἔφατ’,3,374,3,2,Od,11102
ἔπος ἔφατ’,4,311,3,2,Od,11103
ἔπος ἔφατ’,4,610,4,2,Od,11104
ἔπος ἔφατ’,5,181,4,2,Od,11105
ἔπος ἔφατ’,6,254,2,2,Od,11106
ἔπος ἔφατ’,7,330,3,2,Od,11107
ἔπος ἔφατ’,8,194,3,2,Od,11108
ἔπος ἔφατ’,8,291,5,2,Od,11109
ἔπος ἔφατ’,10,280,5,2,Od,11110
ἔπος ἔφατ’,10,319,2,2,Od,11111
ἔπος ἔφατ’,11,247,5,2,Od,11112
ἔπος ἔφατ’,14,52,4,2,Od,11113
ἔπος ἔφατ’,15,124,4,2,Od,11114
ἔπος ἔφατ’,15,530,5,2,Od,11115
ἔπος ἔφατ’,16,417,2,2,Od,11116
ἔπος ἔφατ’,17,215,4,2,Od,11117
ἔπος ἔφατ’,18,78,2,2,Od,11118
ἔπος ἔφατ’,18,163,2,2,Od,11119
ἔπος ἔφατ’,19,90,2,2,Od,11120
ἔπος ἔφατ’,19,402,2,2,Od,11121
ἔπος ἔφατ’,21,84,2,2,Od,11122
ἔπος ἔφατ’,21,167,2,2,Od,11123
ἔπος ἔφατ’,21,248,3,2,Od,11124
ἔπος ἔφατ’,21,287,2,2,Od,11125
ἔπος ἔφατ’,23,96,2,2,Od,11126
ἔφατ’ ἔκ,1,361,5,2,Il,11127
ἔφατ’ ἔκ,3,398,4,2,Il,11128
ἔφατ’ ἔκ,6,253,6,2,Il,11129
ἔφατ’ ἔκ,6,406,6,2,Il,11130
ἔφατ’ ἔκ,6,485,5,2,Il,11131
ἔφατ’ ἔκ,7,108,4,2,Il,11132
ἔφατ’ ἔκ,14,218,6,2,Il,11133
ἔφατ’ ἔκ,14,232,6,2,Il,11134
ἔφατ’ ἔκ,14,296,4,2,Il,11135
ἔφατ’ ἔκ,15,552,4,2,Il,11136
ἔφατ’ ἔκ,18,384,6,2,Il,11137
ἔφατ’ ἔκ,18,423,6,2,Il,11138
ἔφατ’ ἔκ,19,7,6,2,Il,11139
ἔφατ’ ἔκ,21,356,4,2,Il,11140
ἔφατ’ ἔκ,24,127,5,2,Il,11141
ἔφατ’ ἔκ,24,286,4,2,Il,11142
ἔφατ’ ἔκ,2,302,6,2,Od,11143
ἔφατ’ ἔκ,3,374,4,2,Od,11144
ἔφατ’ ἔκ,4,311,4,2,Od,11145
ἔφατ’ ἔκ,4,610,5,2,Od,11146
ἔφατ’ ἔκ,5,181,5,2,Od,11147
ἔφατ’ ἔκ,6,254,3,2,Od,11148
ἔφατ’ ἔκ,7,330,4,2,Od,11149
ἔφατ’ ἔκ,8,194,4,2,Od,11150
ἔφατ’ ἔκ,8,291,6,2,Od,11151
ἔφατ’ ἔκ,10,280,6,2,Od,11152
ἔφατ’ ἔκ,10,319,3,2,Od,11153
ἔφατ’ ἔκ,11,247,6,2,Od,11154
ἔφατ’ ἔκ,14,52,5,2,Od,11155
ἔφατ’ ἔκ,15,124,5,2,Od,11156
ἔφατ’ ἔκ,15,530,6,2,Od,11157
ἔφατ’ ἔκ,16,417,3,2,Od,11158
ἔφατ’ ἔκ,17,215,5,2,Od,11159
ἔφατ’ ἔκ,18,78,3,2,Od,11160
ἔφατ’ ἔκ,18,163,3,2,Od,11161
ἔφατ’ ἔκ,19,90,3,2,Od,11162
ἔφατ’ ἔκ,19,402,3,2,Od,11163
ἔφατ’ ἔκ,21,84,3,2,Od,11164
ἔφατ’ ἔκ,21,167,3,2,Od,11165
ἔφατ’ ἔκ,21,248,4,2,Od,11166
ἔφατ’ ἔκ,21,287,3,2,Od,11167
ἔφατ’ ἔκ,23,96,3,2,Od,11168
ἔκ ὀνόμαζε,1,361,6,2,Il,11169
ἔκ ὀνόμαζε,3,398,5,2,Il,11170
ἔκ ὀνόμαζε,6,253,7,2,Il,11171
ἔκ ὀνόμαζε,6,406,7,2,Il,11172
ἔκ ὀνόμαζε,6,485,6,2,Il,11173
ἔκ ὀνόμαζε,14,218,7,2,Il,11174
ἔκ ὀνόμαζε,18,384,7,2,Il,11175
ἔκ ὀνόμαζε,18,423,7,2,Il,11176
ἔκ ὀνόμαζε,19,7,7,2,Il,11177
ἔκ ὀνόμαζε,24,127,6,2,Il,11178
ἔκ ὀνόμαζε,24,286,5,2,Il,11179
ἔκ ὀνόμαζε,2,302,7,2,Od,11180
ἔκ ὀνόμαζε,4,311,5,2,Od,11181
ἔκ ὀνόμαζε,7,330,5,2,Od,11182
ἔκ ὀνόμαζε,8,194,5,2,Od,11183
ἔκ ὀνόμαζε,8,291,7,2,Od,11184
ἔκ ὀνόμαζε,10,280,7,2,Od,11185
ἔκ ὀνόμαζε,11,247,7,2,Od,11186
ἔκ ὀνόμαζε,14,52,6,2,Od,11187
ἔκ ὀνόμαζε,15,124,6,2,Od,11188
ἔκ ὀνόμαζε,15,530,7,2,Od,11189
ἔκ ὀνόμαζε,18,78,4,2,Od,11190
ἔκ ὀνόμαζε,19,90,4,2,Od,11191
ἔκ ὀνόμαζε,21,84,4,2,Od,11192
ἔκ ὀνόμαζε,21,167,4,2,Od,11193
ἔκ ὀνόμαζε,23,96,4,2,Od,11194
ὀνόμαζε τέκνον,1,361,7,2,Il,11195
ὀνόμαζε τέκνον,6,253,8,2,Il,11196
ὀνόμαζε τέκνον,19,7,8,2,Il,11197
ὀνόμαζε τέκνον,24,127,7,2,Il,11198
τὴν δὲ,1,364,0,2,Il,11199
τὴν δὲ,1,367,0,2,Il,11200
τὴν δὲ,1,391,0,2,Il,11201
τὴν δὲ,1,517,0,2,Il,11202
τὴν δὲ,2,183,7,2,Il,11203
τὴν δὲ,3,383,5,2,Il,11204
τὴν δὲ,6,205,0,2,Il,11205
τὴν δὲ,8,208,0,2,Il,11206
τὴν δὲ,9,557,0,2,Il,11207
τὴν δὲ,14,197,0,2,Il,11208
τὴν δὲ,15,184,0,2,Il,11209
τὴν δὲ,17,595,5,2,Il,11210
τὴν δὲ,18,78,0,2,Il,11211
τὴν δὲ,18,97,0,2,Il,11212
τὴν δὲ,18,382,0,2,Il,11213
τὴν δὲ,20,272,0,2,Il,11214
τὴν δὲ,21,507,5,2,Il,11215
τὴν δὲ,22,466,0,2,Il,11216
τὴν δὲ,1,113,0,2,Od,11217
τὴν δὲ,5,475,4,2,Od,11218
τὴν δὲ,9,542,0,2,Od,11219
τὴν δὲ,10,112,5,2,Od,11220
τὴν δὲ,11,260,0,2,Od,11221
τὴν δὲ,11,266,0,2,Od,11222
τὴν δὲ,11,305,0,2,Od,11223
τὴν δὲ,11,639,0,2,Od,11224
τὴν δὲ,12,421,3,2,Od,11225
τὴν δὲ,18,199,2,2,Od,11226
δὲ βαρὺ,1,364,1,2,Il,11227
δὲ βαρὺ,4,153,1,2,Il,11228
δὲ βαρὺ,16,20,1,2,Il,11229
δὲ βαρὺ,18,70,1,2,Il,11230
δὲ βαρὺ,18,78,1,2,Il,11231
βαρὺ στενάχων,1,364,2,2,Il,11232
βαρὺ στενάχων,4,153,2,2,Il,11233
βαρὺ στενάχων,9,16,2,2,Il,11234
βαρὺ στενάχων,16,20,2,2,Il,11235
βαρὺ στενάχων,18,78,2,2,Il,11236
βαρὺ στενάχων,18,323,2,2,Il,11237
βαρὺ στενάχων,23,60,1,2,Il,11238
τί ἤ,1,365,1,2,Il,11239
τί ἤ,11,407,1,2,Il,11240
τί ἤ,17,97,1,2,Il,11241
τί ἤ,21,562,1,2,Il,11242
τί ἤ,22,122,1,2,Il,11243
τί ἤ,22,385,1,2,Il,11244
τοι ταῦτα,1,365,3,2,Il,11245
τοι ταῦτα,10,250,2,2,Il,11246
τοι ταῦτα,10,413,3,2,Il,11247
τοι ταῦτα,18,463,2,2,Il,11248
τοι ταῦτα,19,29,2,2,Il,11249
τοι ταῦτα,1,179,2,2,Od,11250
τοι ταῦτα,1,400,2,2,Od,11251
τοι ταῦτα,3,331,3,2,Od,11252
τοι ταῦτα,4,399,2,2,Od,11253
τοι ταῦτα,4,612,2,2,Od,11254
τοι ταῦτα,13,362,2,2,Od,11255
τοι ταῦτα,14,192,2,2,Od,11256
τοι ταῦτα,16,436,2,2,Od,11257
τοι ταῦτα,24,357,2,2,Od,11258
πάντα καὶ,1,367,7,2,Il,11259
πάντα καὶ,2,575,2,2,Il,11260
πάντα καὶ,5,247,2,2,Od,11261
πάντα καὶ,12,329,6,2,Od,11262
πάντα καὶ,17,601,3,2,Od,11263
πάντα καὶ,24,123,4,2,Od,11264
καὶ τὰ,1,368,0,2,Il,11265
καὶ τὰ,4,110,0,2,Il,11266
καὶ τὰ,6,70,5,2,Il,11267
καὶ τὰ,7,147,0,2,Il,11268
καὶ τὰ,9,210,0,2,Il,11269
καὶ τὰ,11,681,0,2,Il,11270
καὶ τὰ,19,249,0,2,Il,11271
καὶ τὰ,19,280,0,2,Il,11272
καὶ τὰ,20,255,8,2,Il,11273
καὶ τὰ,23,243,0,2,Il,11274
καὶ τὰ,9,72,0,2,Od,11275
καὶ τὰ,12,171,0,2,Od,11276
καὶ τὰ,13,20,0,2,Od,11277
καὶ τὰ,13,122,0,2,Od,11278
καὶ τὰ,13,370,0,2,Od,11279
καὶ τὰ,14,429,0,2,Od,11280
καὶ τὰ,14,434,0,2,Od,11281
καὶ τὰ,15,131,0,2,Od,11282
καὶ τὰ,16,232,0,2,Od,11283
καὶ τὰ,18,135,0,2,Od,11284
καὶ τὰ,18,229,2,2,Od,11285
καὶ τὰ,20,189,0,2,Od,11286
καὶ τὰ,20,310,2,2,Od,11287
καὶ τὰ,22,220,6,2,Od,11288
τὰ μὲν εὖ,1,368,1,3,Il,11289
τὰ μὲν εὖ,9,210,1,3,Il,11290
τὰ μὲν εὖ,13,20,1,3,Od,11291
τὰ μὲν εὖ,13,370,1,3,Od,11292
τὰ μὲν εὖ,20,189,1,3,Od,11293
μὲν εὖ,1,368,2,2,Il,11294
μὲν εὖ,4,112,2,2,Il,11295
μὲν εὖ,9,210,2,2,Il,11296
μὲν εὖ,24,271,2,2,Il,11297
μὲν εὖ,9,329,2,2,Od,11298
μὲν εὖ,13,20,2,2,Od,11299
μὲν εὖ,13,370,2,2,Od,11300
μὲν εὖ,20,189,2,2,Od,11301
μετὰ σφίσιν,1,368,5,2,Il,11302
μετὰ σφίσιν,10,208,3,2,Il,11303
μετὰ σφίσιν,10,311,2,2,Il,11304
μετὰ σφίσιν,10,398,2,2,Il,11305
μετὰ σφίσιν,10,409,3,2,Il,11306
μετὰ σφίσιν,22,474,2,2,Il,11307
μετὰ σφίσιν,23,698,2,2,Il,11308
μετὰ σφίσιν,15,317,4,2,Od,11309
ἑκατηβόλου Ἀπόλλωνος,1,370,3,2,Il,11310
ἑκατηβόλου Ἀπόλλωνος,5,444,2,2,Il,11311
ἑκατηβόλου Ἀπόλλωνος,16,711,2,2,Il,11312
ἑκατηβόλου Ἀπόλλωνος,20,278,3,2,Od,11313
νῆας Ἀχαιῶν χαλκοχιτώνων,1,371,3,3,Il,11314
νῆας Ἀχαιῶν χαλκοχιτώνων,2,47,4,3,Il,11315
νῆας Ἀχαιῶν χαλκοχιτώνων,2,187,4,3,Il,11316
νῆας Ἀχαιῶν χαλκοχιτώνων,10,136,3,3,Il,11317
Ἀχαιῶν χαλκοχιτώνων,1,371,4,2,Il,11318
Ἀχαιῶν χαλκοχιτώνων,2,47,5,2,Il,11319
Ἀχαιῶν χαλκοχιτώνων,2,163,5,2,Il,11320
Ἀχαιῶν χαλκοχιτώνων,2,187,5,2,Il,11321
Ἀχαιῶν χαλκοχιτώνων,2,437,4,2,Il,11322
Ἀχαιῶν χαλκοχιτώνων,3,127,3,2,Il,11323
Ἀχαιῶν χαλκοχιτώνων,3,131,3,2,Il,11324
Ἀχαιῶν χαλκοχιτώνων,3,251,3,2,Il,11325
Ἀχαιῶν χαλκοχιτώνων,4,199,4,2,Il,11326
Ἀχαιῶν χαλκοχιτώνων,6,454,5,2,Il,11327
Ἀχαιῶν χαλκοχιτώνων,7,275,5,2,Il,11328
Ἀχαιῶν χαλκοχιτώνων,7,444,3,2,Il,11329
Ἀχαιῶν χαλκοχιτώνων,8,71,3,2,Il,11330
Ἀχαιῶν χαλκοχιτώνων,10,136,4,2,Il,11331
Ἀχαιῶν χαλκοχιτώνων,10,367,4,2,Il,11332
Ἀχαιῶν χαλκοχιτώνων,12,352,5,2,Il,11333
Ἀχαιῶν χαλκοχιτώνων,13,272,4,2,Il,11334
Ἀχαιῶν χαλκοχιτώνων,15,56,5,2,Il,11335
Ἀχαιῶν χαλκοχιτώνων,17,414,4,2,Il,11336
Ἀχαιῶν χαλκοχιτώνων,23,575,4,2,Il,11337
Ἀχαιῶν χαλκοχιτώνων,24,225,3,2,Il,11338
Ἀχαιῶν χαλκοχιτώνων,1,286,4,2,Od,11339
Ἀχαιῶν χαλκοχιτώνων,4,496,4,2,Od,11340
ὁ γέρων,1,380,1,2,Il,11341
ὁ γέρων,1,462,3,2,Il,11342
ὁ γέρων,3,109,1,2,Il,11343
ὁ γέρων,3,181,3,2,Il,11344
ὁ γέρων,7,324,1,2,Il,11345
ὁ γέρων,8,87,1,2,Il,11346
ὁ γέρων,8,90,5,2,Il,11347
ὁ γέρων,9,93,1,2,Il,11348
ὁ γέρων,11,636,3,2,Il,11349
ὁ γέρων,13,368,1,2,Il,11350
ὁ γέρων,3,390,1,2,Od,11351
ὁ γέρων,3,393,1,2,Od,11352
ὁ γέρων,3,459,3,2,Od,11353
ὁ γέρων,4,111,1,2,Od,11354
ὁ γέρων,4,191,2,2,Od,11355
ὁ γέρων,4,450,1,2,Od,11356
ὁ γέρων,4,455,2,2,Od,11357
ὁ γέρων,4,460,4,2,Od,11358
ὁ γέρων,8,570,2,2,Od,11359
ὁ γέρων,11,585,3,2,Od,11360
ὁ γέρων,11,591,3,2,Od,11361
ὁ γέρων,13,178,2,2,Od,11362
ὁ γέρων,14,173,1,2,Od,11363
ὁ γέρων,15,200,1,2,Od,11364
ὁ γέρων,18,74,3,2,Od,11365
ὁ γέρων,24,387,1,2,Od,11366
ἐπεὶ μάλα,1,381,2,2,Il,11367
ἐπεὶ μάλα,24,541,2,2,Il,11368
ἐπεὶ μάλα,24,737,5,2,Il,11369
ἐπεὶ μάλα,3,121,1,2,Od,11370
ἐπεὶ μάλα,4,95,1,2,Od,11371
ἐπεὶ μάλα,4,811,1,2,Od,11372
ἐπεὶ μάλα,9,135,3,2,Od,11373
ἐπεὶ μάλα,20,391,4,2,Od,11374
ἐπεὶ μάλα,23,267,1,2,Od,11375
ἐπεὶ μάλα,24,207,2,2,Od,11376
οἱ φίλος,1,381,4,2,Il,11377
οἱ φίλος,5,695,3,2,Il,11378
οἱ φίλος,14,166,5,2,Il,11379
οἱ φίλος,17,642,3,2,Il,11380
οἱ φίλος,23,556,3,2,Il,11381
οἱ φίλος,16,11,6,2,Od,11382
